,Rate,Review,Movie_name
76,9,A Movie Of Extremes & Fascinating,終極追殺令
77,10,It's NOEL for Natalie (DVD),終極追殺令
78,10,Unforgettable,終極追殺令
79,8,"Weak dialogue sometimes,an awesome film otherwise",終極追殺令
80,9,Great movie,終極追殺令
81,10,The perfect recipe,終極追殺令
82,10,Excellence.,終極追殺令
83,8,HOT TAKE: this is a great movie.,終極追殺令
84,9,I'm left speechless,終極追殺令
85,10,Jean Reno Is My Hero For Life!!!,終極追殺令
86,1,It's a poorly done fantasy,終極追殺令
87,9,Carefully composed action drama that has a big heart,終極追殺令
88,9,A game changer for me,終極追殺令
89,9,Luc Besson's The Professional is powerfully crafted with sophistication and stunning fortitude that strikes hard,終極追殺令
90,4,"A Shallow, Bloated, Predictable Messianic Film",終極追殺令
91,8,"watch the original ""extended"" europeen version only!",終極追殺令
92,1,"Poorly written, lazy storyline, hyper-sexualization of a minor for no reason",終極追殺令
93,10,a masterpiece with necessary flaws..........................,終極追殺令
94,9,After 27 years...,終極追殺令
95,9,Sensuous,終極追殺令
96,10,Favorite Movie of all-time (here is why),終極追殺令
97,10,Most People Call It Overrated. I Definitely Call It The Underrated Masterpiece. The best Daring And Caring Movie Ever Made.,終極追殺令
98,10,A masterpiece of action cinema that transfers on to 4K superbly,終極追殺令
99,8,One of the true greats of the 90's you have to watch,終極追殺令
100,10,A good action movie,終極追殺令
101,10,"REVENGE IS NOT A GOOD THING, ITS BETTER TO FORGET!!",終極追殺令
102,10,What makes it different from others?,終極追殺令
103,9,Amazing and quite a bit original (international version),終極追殺令
104,9,A Beautiful Anomaly,終極追殺令
105,10,Cult Classic,終極追殺令
106,1,Very disturbing to watch,終極追殺令
107,10,i love this one,終極追殺令
108,9,Amazing,終極追殺令
109,5,The Professional is a mess,終極追殺令
110,5,"Light dialog, far out plot, and wild mayhem don't make a good movie",終極追殺令
111,10,As Good As It Gets,終極追殺令
112,10,Beautiful movie,終極追殺令
113,8,Replacing Loneliness with Love,終極追殺令
114,10,One of those movies that remain stuck to mind,終極追殺令
115,10,"A timid masterpiece, one to take your breath away better than most academy award winners today",終極追殺令
116,6,Good movie that is a little overrated...,終極追殺令
117,8,"Mathilda, Mathilda, Mathilda...",終極追殺令
118,6,Smart Kid.,終極追殺令
119,10,"What does ""per se"" mean?",終極追殺令
120,10,Absolute Masterpiece!,終極追殺令
121,10,Terrific!,終極追殺令
122,10,A stunningly well made film,終極追殺令
123,2,Ludicrous & ridiculous effort from Besson,終極追殺令
124,10,Stunning first performance by Natalie Portman,終極追殺令
125,10,Best hit man movie ever,終極追殺令
126,9,Perhaps the sleeper of the century,終極追殺令
127,7,"Moody and exciting, coolly defiant...but ultimately dispiriting",終極追殺令
128,10,A French Cleaner with a difference...,終極追殺令
129,10,Classic 90s Movie,終極追殺令
130,10,Luc bessons greatest movie,終極追殺令
131,7,Overrated at 8.6 !,終極追殺令
132,9,"A Striking & Thrilling Experience, Fantastically Character-Driven Story, Reno Really Delivers",終極追殺令
133,9,"""A thrilling ride with Leon and Mathilda",終極追殺令
134,9,UnHollywood and Uneasy,終極追殺令
135,10,I'm a cleaner,終極追殺令
136,9,An all time classic. A simple story about a very non-simple situation.,終極追殺令
137,10,"This is action genre gold with an amazing storyline, tremendous writing and out of this world acting",終極追殺令
138,10,One of the best movies ever,終極追殺令
139,10,One of the top 10 movies ever,終極追殺令
140,10,Truly superb,終極追殺令
141,10,A Professionally Done Action Film.,終極追殺令
142,1,DON'T BELEIVE THE HYPE,終極追殺令
143,8,Cops are the bad guys here.,終極追殺令
144,10,A Personal Best for Both Besson and Reno,終極追殺令
145,9,Masterpiece,終極追殺令
146,1,So Overrated!,終極追殺令
147,10,"If you don't like this, we can't be friends.",終極追殺令
148,8,besson and reno at its best?,終極追殺令
149,9,A gangster's fairytale,終極追殺令
150,9,"Intensely brutal, intensely beautiful",終極追殺令
151,10,Great movie,終極追殺令
152,10,Luc Besson: The Professional!,終極追殺令
153,9,A great film with lots of action!,終極追殺令
154,9,"""Can we try with real bullets now?""",終極追殺令
155,10,Killer movie!,終極追殺令
156,9,One wild wide of an action movie,終極追殺令
157,1,Overated hyped up generic boring movie,終極追殺令
158,10,Perfect cast and a good story = perfect entertainment,終極追殺令
159,9,"Sexy, Stylish And Violent - What Is Not To Like?",終極追殺令
160,1,Not enjoyable,終極追殺令
161,8,Fantastic,終極追殺令
162,10,Seen it 20+ times,終極追殺令
163,10,Magnificent................,終極追殺令
164,8,"One cool action piece, ala Besson, that shows true professionalism",終極追殺令
165,8,Classic for a reason,終極追殺令
166,4,Creepy for the wrong reasons,終極追殺令
167,8,Beautifully Shot and Heartfelt Growth of Characters,終極追殺令
168,9,"""The Professional"" brings some food for thought to the assassin flick",終極追殺令
169,6,Clichéd and Contrived,終極追殺令
170,10,"Manolo, one glass of milk for my friend, Léon. .. OK, Make that Two.",終極追殺令
171,9,One of My All Time Favorite Movies...,終極追殺令
172,7,"Even with its flaws, it's a pretty entertaining film.",終極追殺令
173,2,painfully slow with stilted dialogue,終極追殺令
174,8,A great action movie with a heart.,終極追殺令
175,9,a film that would give what to talk in today's times more than the year it was released,終極追殺令
176,10,A faultless crime classic,終極追殺令
177,9,A different type of hitman movie,終極追殺令
178,7,I findvthis Overrated,終極追殺令
179,10,Perfect action movie,終極追殺令
180,9,"Besson, the writer/director",終極追殺令
181,10,Masterpiece,終極追殺令
182,9,A very good movie!,終極追殺令
183,10,A Masterpiece,終極追殺令
184,8,A Modern And Updated Lolita,終極追殺令
185,10,Simply Brilliant,終極追殺令
186,9,Great then and great today,終極追殺令
187,10,The perfect film,終極追殺令
188,9,Amazing but a bit creepy (international version),終極追殺令
189,1,Very artificial and not even close to acceptable,終極追殺令
190,10,A modern masterpiece- one of the best crime films out there!,終極追殺令
191,1,Too much for 12 year kid,終極追殺令
192,9,Death is...whimsical today,終極追殺令
193,8,A great action film with characters which I greatly cared for,終極追殺令
194,1,A movie for morons,終極追殺令
195,10,"Memorable, crazy movie",終極追殺令
196,9,pure love story,終極追殺令
197,9,Time for Leon To Return,終極追殺令
198,10,A classic,終極追殺令
199,10,Awesome movie,終極追殺令
